-- A B sel_fn Y Z
1b298887 2781776d d 3fa9ffef 0
307a32d2 a48ef311 1 8beb3fc1 0
18ae62a9 a92eb5a2 9 b180d70b 0
a88e7291 10265d2b 6 00000000 1
20bd6f53 0758bcfc a 00000002 0
1b9268ca 0aa8c69b c 1bbaeedb 0
324a8c59 93ede739 9 a1a76b60 0
1e15d51a be9e58b8 6 00000001 0
051c6bb1 b93a09f4 8 bc266245 0
34a0563d b418abfe b 00000000 1
94f5ce81 3c4746e1 e 14454681 0
af5fbc1c b2d26d2a 6 00000001 0
8401875d aa7dc5e9 2 030eba00 0
1d3ae641 a2470fab c bf7fefeb 0
a17485ac 224303e3 6 00000000 1
30cbbd00 acb12a1e 3 00000000 1
a325806d 3a70fe22 c bb75fe6f 0
8fd81502 bc7b37db c bffb37db 0
055c68dc af9e1612 b 00000157 0
a308e3f4 194f86c0 6 00000000 1
b3c8ad9b 385d6195 9 8b95cc0e 0
9fb5ea7c 9a94a2b2 a 000027ed 0
812d1575 baa08be4 0 3bcda159 0
b8cb2ad0 00ba2897 9 b8710247 0
b0e4a4d2 9caec01d 0 4d9364ef 0
addbfc7b 356e20af 1 786ddbcc 0
16142b6c 9b13a1cb c 9f17abef 0
18a19d32 1c5f6496 d 1cfffdb6 0
37f6cff7 b339e8fe a 00000000 1
a94593d1 aad73758 1 fe6e5c79 0
294545ac 17581ed9 6 00000000 1
80ece5d1 141f265f b ffffffff 0
ba71dbf9 0ca0049c f 08200098 0
902650d6 23341823 e 00241002 0
0afb5ac9 8f9b3294 2 ac900000 0
13f3c125 bffaa9da 8 ac0968ff 0
a5c8ae1b acd94578 1 f8ef68a3 0
084eeb26 06bcb7a7 c 0efeffa7 0
af15d1e8 2d2dd017 b ffffff5e 0
b21b113b 2c5f32f6 d be5f33ff 0
201f4b81 0cd40c6c 8 2ccb47ed 0
04b46896 1058d103 a 00968d12 0
0557d7ee 3bf8c26a 1 c95f1584 0
283b0ed2 bf16afbf 6 00000001 0
9795def9 25425c27 0 bcd83b20 0
8e16e777 2c1ee18f d ae1ee7ff 0
bf4340e8 b4167624 4 00000000 1
981353ba 3ad3f0a1 a 4c09a9dd 0
8239490c 1879b7eb 0 9ab300f7 0
a4c55810 2f71e8c2 f 24414800 0
b19a01bb 9983343f 1 1816cd7c 0
20e4ba6e 3f61e2fb b 00000004 0
8c8fe646 b17e4985 c bdffefc7 0
1185c155 18bff864 8 093a3931 0
9f7b0e0c b7f9ca3b c bffbce3f 0
ae23cef0 8470f9e8 0 3294c8d8 0
94c777c2 8e23ea8e d 9ee7ffce 0
9b9aeced 24df60f5 c bfdfecfd 0
1d1ea672 20e3db76 f 00028272 0
3250cce5 2d04b149 0 5f557e2e 0
308259f9 aa586ce1 f 200048e1 0
39e69664 a80d065c 6 00000001 0
183662db b17257ca 3 d98b6c00 0
b3ece6f1 3182d717 0 e56fbe08 0
1b4875cb a2863e5c b 00000001 0
353779ac 388b28d4 5 00000001 0
b3e9853d 06d45369 c b7fdd77d 0
3290d355 3e6106e7 0 70f1da3c 0
0b9217ce 231dc3db 5 00000001 0
91a5dcda 98ddae14 5 00000001 0
8675e07e a68b3bf6 9 20fedb88 0
0a21d9c7 857203be 1 84afd609 0
8c7819d7 9b378772 9 174f9ea5 0
3520711f 2fa936be f 2520301e 0
266a5fa5 80e1a6e4 b 0266a5fa 0
9a285e91 1fd45c18 a 0000009a 0
19ff8ac7 a85d95eb 1 71a1f4dc 0
a1102705 bb320c0b 4 00000001 0
95867941 13823513 5 00000001 0
1746a6ed 3e7f8433 d 3f7fa6ff 0
9e0a4098 116fa780 a 9e0a4098 0
351d51eb 8e77b1b4 7 00000001 0
37389b1a 922b47a9 5 00000000 1
8ccdd2a0 8773d2a1 4 00000000 1
8be380a8 06a9efd9 8 8d4a6f71 0
1116b6c3 85f52823 a 0222d6d8 0
20bcda17 9b87022f 2 6d0b8000 0
b472c6d6 1d868b0d 0 d1f951e3 0
b86daa45 bcc8b149 6 00000001 0
8bf7620b 01fe2adb a 00000011 0
30d8726f a02155ed 6 00000001 0
2a27863d 30d1634d 4 00000001 0
acf10f78 19546f45 3 9e21ef00 0
960be10a 14bcf725 e 1408e100 0
bd3a6414 817b1287 e 813a0004 0
a20e3265 95bd2eaa e 800c2220 0
928ae816 05ff5c25 9 9775b433 0
3c39ba4c 31cf66fc c 3dfffefc 0
8376375d 0f45b7d7 f 03443755 0
a690b257 80b59b6b 6 00000000 1
34368b05 a132de1e f 20328a04 0
22634160 8d876c3b e 00034020 0
aba7b5f2 28b2850e b fffeae9e 0
8494ba75 24722ea8 b ff8494ba 0
b58359cc a1b14780 1 13d2124c 0
aaf0a1d0 b9c63806 4 00000001 0
8aa9a3fd a7ee8106 5 00000001 0
abd3b191 10e6ea4d c bbf7fbdd 0
3bdb0a5f a35c9e2d e 23580a0d 0
2173bd61 ae7d1a76 a 00000085 0
31f9458f 1db377eb 0 4facbd7a 0
a951af50 10cfc96d 3 35ea0000 0
a874bb29 b31e8e5a 2 a4000000 0
9e6cb98d 0bc96689 c 9fedff8d 0
bb32bc51 8301aa0a e 8300a800 0
81ef0fc1 a3e27ec9 7 00000001 0
20dffd5a 0feb6489 5 00000000 1
ba34d83e 83b26648 8 3986be76 0
1d2d896c a6f427f9 8 bbd9ae95 0
9324583a 9398a1a1 2 2648b074 0
8434c172 36e9aac7 3 1a60b900 0
04fef7cd b9882b3a 4 00000000 1
38bcbfba beb797e8 9 860b2852 0
3fd2e973 00a0b4ba 1 3f3234b9 0
8ae0520e b0b94522 d baf9572e 0
1a00d63a 84e2c70a 0 9ee39d44 0
ab0c322e 1d9fe046 f 090c2006 0
0f3dbae6 a6ea33b0 b 00000f3d 0
af13c8f2 35d6a96e 1 793d1f84 0
03b973ad a63d3874 d a7bd7bfd 0
939d2a81 bb5c7399 5 00000001 0
841f1b65 3654927e 4 00000001 0
9bd1aa58 a0240e39 5 00000001 0
0753b02e 9b359875 f 03119024 0
1be6f41e 8e50b997 a 00000037 0
91dfb2fd bdfcdb4b 3 fd97e800 0
009c9278 bf8c2d0c 9 bf10bf74 0
0d3180a0 206bd3b3 0 2d9d5453 0
2e924750 200ad189 6 00000000 1
35e9420b 882a5677 2 05800000 0
87c42158 87cb73e4 d 87cf73fc 0
bc8cd704 0efc7c2a 6 00000000 1
ac5960ab a1d5a9e1 e a05120a1 0
1b1fd99c a4e0e8e6 5 00000000 1
8d5390d6 2d5241f1 0 baa5d2c7 0
003f99ec 23a27f19 7 00000001 0
0c84d0b8 a772a919 5 00000000 1
8d76090a 0108948c d 8d7e9d8e 0
14a0a0f3 a74f0b8d b 0000a505 0
0aab473d 9d71cb2c a 0000aab4 0
3709cfe4 8dede3d0 6 00000001 0
23a43cd4 8841c73a e 00000410 0
9a77c662 2cd2017f d bef7c77f 0
8ebb9e2a 023832eb 1 8c836b3f 0
064822ab b4941c20 f 04000020 0
a4fdcabe 2f4f63a7 e 244d42a6 0
01eac751 23139772 7 00000001 0
84116c6e b67a1762 4 00000001 0
3e68da01 0e0a8641 0 4c736042 0
1166672a 2525b0c2 0 368c17ec 0
b9c03276 92d905b0 b ffffb9c0 0
2c41dac9 37102712 0 635201db 0
a859fc01 af828e64 3 859fc010 0
91697fb7 08999b37 1 88cfe480 0
187fdc5e 9afda224 1 7d823a3a 0
af4354bd 22653d18 0 d1a891d5 0
9e6f60d9 24109bc9 e 040000c9 0
b46fb717 20ac7540 1 93c341d7 0
0d204ef2 b6152c8f 9 bb35627d 0
84eee789 9f55ac9d c 9fffef9d 0
b89f4ff5 aa220d23 7 00000000 1
0314fe35 b57b20ae 5 00000000 1
2257574b 8934ea0a 8 ab63bd41 0
81a7b466 8fab847e 0 115338e4 0
2661296b a114ea2f 7 00000001 0
8b9d8688 87ce4f37 b ffffff17 0
b2841db7 11d62bbc c b3d63fbf 0
bc21d201 1c3e173c f 1c201200 0
242aa7a7 0ce9868f 2 53d38000 0
ae8e09b2 05434502 e 04020102 0
0a42740c 28e11cdd 2 80000000 0
2246393a 08b05325 9 2af66a1f 0
1a8d8558 361f11ec 5 00000001 0
915f225d 371ec970 c b75feb7d 0
9792c62c b0cef3eb a 0012f258 0
333b991c 9ccab6c4 9 aff12fd8 0
14f6939a 8ba2514b 1 8954424f 0
3d54b257 09b9322d 4 00000000 1
a3acd8d9 a4ef632b 9 0743bbf2 0
3489ae1c 917fed87 2 44d70e00 0
1e0b0c65 8ce8fdb0 6 00000001 0
107411ec 2a8c3478 5 00000001 0
b56bc2bb 9fd26463 f 95424023 0
98607896 8f84e0b0 c 9fe4f8b6 0
afa7ad35 a22583f2 4 00000000 1
869a0483 1ae0e8af 4 00000001 0
9a5c4baf 8ecbbbd7 9 1497f078 0
2afd6e84 ad91c87e a 00000000 1
047ce5fb 289e21dd e 001c21d9 0
00b02e7c 351dac1e d 35bdae7e 0
b46a1e53 2897ce81 a 5a350f29 0
3d340481 bc3f899c f 3c340080 0
394da844 19219c8f f 19018804 0
1002884a 02b54d09 c 12b7cd4b 0
0a2ff7cf 1d252795 5 00000001 0
221029ff 0d866aca 1 1489bf35 0
0bcda2a9 8e9c8c0c 2 da2a9000 0
2bb70acc 20b42cf7 d 2bb72eff 0
b7e241e5 94774935 e 94624125 0
b59e94c4 05da6eca d b5defece 0
a520f476 12d3f823 c b7f3fc77 0
966310f1 90edc542 2 598c43c4 0
3ee0c33c 32ada470 2 c33c0000 0
82d277ab 24e95e8d c a6fb7faf 0
bdf4a59e b7344285 c bff4e79f 0
19c02a8c b5cbb9dc 3 c0000000 0
91e251e9 372ad481 4 00000001 0
3e898099 93fbcf9f 4 00000000 1
0a43eedf 9fcd9a24 6 00000001 0
9e83dc75 96bae664 c 9ebbfe75 0
1bc2b43f acd87946 9 b71acd79 0
adb5b9bd 27ef32d0 3 b9bd0000 0
3ab09e32 866673c9 c bef6fffb 0
065409e1 ab391169 2 a813c200 0
1ef29bd8 818e4cff 5 00000000 1
2c9faa0c a4d63724 9 88499d28 0
81842376 1bb1c3fa e 01800372 0
8dde0303 0a8631fd 6 00000000 1
2b8366e4 3a99d149 7 00000001 0
2d4e50fd b1368cfe 4 00000000 1
294c115c 8ca6760b 3 608ae000 0
1d0d74e4 bdecf37e e 1d0c7064 0
89d593b2 1c60af5a 2 c8000000 0
230dd981 86e65588 1 9c2783f9 0
2b189e95 91f45c82 7 00000001 0
0b5e367f 93b4e3a1 1 77a952de 0
97e9927d bb29277e e 9329027c 0
3112a046 0f894a65 0 409beaab 0
125af33b 8f9a16b0 7 00000001 0
3e582f21 30af76bf 3 80000000 0
3748e178 8b012bd2 e 03002150 0
9243692d 3ab1699b 7 00000000 1
1c624e7e 2a9c278d c 3efe6fff 0
a8215200 3e64ce64 0 e6862064 0
09971f1c a4c08240 3 09971f1c 0
101b6009 3b99b1bb b 00000002 0
217ad090 9ad9b9d4 4 00000000 1
8c33eb19 b3e3ee16 d bff3ef1f 0
19c17eb1 163289bb 1 038ef4f6 0
3eb1c09a 3c873a52 b 00000fac 0
b5abf4d2 9f02cd60 7 00000000 1
1036b950 972eca63 c 973efb73 0
2fc84b1b b35a7ebb 0 e322c9d6 0
93e1c1c9 b5c4b495 e 91c08081 0
8f140840 18aec9c6 8 97bac186 0
3ef111c3 b548de2e e 34401002 0
2d3063e6 3ed95afc 5 00000001 0
8f8c2025 b641a048 f 86002000 0
9fea281a 3691b234 9 a97b9a2e 0
8361086e aee5323a f 8261002a 0
b010e095 9f742c73 2 04a80000 0
8b02639e 8bd140ef 7 00000001 0
321894d4 b2d47689 4 00000000 1
01f2da05 97b502f7 d 97f7daf7 0
1abfc628 38baff92 b 000006af 0
2587bc81 19051f39 a 00000012 0
327ce540 8b861db6 7 00000001 0
15d3930e 0654f08d a 0000ae9c 0
3e217aec 1cccb8bd a 00000001 0
23fb13b4 86b022a9 5 00000000 1
b9c465fb bb38c554 0 74fd2b4f 0
186cb03e 92da6527 4 00000000 1
0494e487 ad3ff90c 5 00000000 1
399b2a34 9eff8f87 7 00000001 0
80ebb115 17af3286 9 97448393 0
38f43415 a2039d81 2 71e8682a 0
1b835c43 2125ea43 d 3ba7fe43 0
0fece3cc 803cf507 f 002ce104 0
8f5cca04 1cbb7011 5 00000001 0
8a266dbd 3b03ffb5 0 c52a6d72 0
398d659b 86320e0f b 0000731a 0
03c01917 b528d7b7 5 00000000 1
90aac9cb 892d35b9 b ffffffc8 0
8c1a6d20 05f22c42 c 8dfa6d62 0
bf595304 3301ec82 6 00000000 1
ad590cb8 a0fba42e c adfbacbe 0
1ff26767 13ed94df 2 80000000 0
9837e049 b0d7755e 3 40000000 0
910144fd 807ebdd1 8 117ff92c 0
a9b25fd8 0d0235f3 7 00000000 1
36d6687a 9f32a659 e 16122058 0
354f55fd 995b287d 7 00000001 0
26212f59 0066eb4d 1 25ba440c 0
3ae4a1e0 05dc7eab a 00075c94 0
8e1ec63b afd43591 a 0000470f 0
39cca199 3913d622 3 e7328664 0
ae8450cc 86f283a0 b ae8450cc 0
b5add779 96589987 3 d6ebbc80 0
9df5929e 8ec424e2 6 00000000 1
820f5c2e b27203e6 1 cf9d5848 0
8972c8b5 bd9b7e4a 0 470e46ff 0
921514c2 8df6d6ed 9 1fe3c22f 0
0bc669bf 9aa3872f 2 34df8000 0
20e0bedb 3c52f4c6 9 1cb24a1d 0
ada1b72b 14ff6a5b 9 b95edd70 0
153206d0 a1018c66 5 00000000 1
33b97b95 2f78aac4 c 3ff9fbd5 0
9008526b 0a26f3b1 e 00005221 0
bfbf134a 8be96472 9 34567738 0
aa13086b 104eb4c8 f 00020048 0
9bd679d4 2a849172 6 00000000 1
0702b02f 2ec7cc52 5 00000001 0
b5a0a3bf 2175eff6 8 94d54c49 0
9fc11e07 269caca5 b fcfe08f0 0
bebcf623 303911e6 b fefaf3d8 0
bdd9501e 17e0de1a 6 00000000 1
0411c592 285a8f93 3 2c900000 0
2268f501 399096f3 4 00000001 0
bc06fc7f 3a501e4a 3 1bf1fc00 0
8214202b 20007592 7 00000000 1
3541ed34 114ab8f8 4 00000000 1
a59d421c bc54b5fc 8 19c9f7e0 0
9c4475ef 93ffec20 5 00000000 1
a3d460e6 1542d7df 5 00000001 0
25d00dc9 a27dffcf e 20500dc9 0
15c19b3b 91d44489 5 00000000 1
369a1f6a 0a52795a c 3eda7f7a 0
21070357 32a3ac97 5 00000001 0
067ed2b7 b25493fe c b67ed3ff 0
868c2860 2c9c9b4b 3 61430000 0
25ffa105 b699aabe d b7ffabbf 0
94bd0417 29e931c3 c bdfd35d7 0
2079d76f 9b216f1c a 00000002 0
34ad47e6 2a592e8a 3 b51f9800 0
1c1c1161 29087f79 8 35146e18 0
10a07fb0 bc336635 a 00000085 0
3a4c497b 3e0b4d37 4 00000001 0
909481fa b8f2b010 7 00000001 0
3fc6f154 99651601 c bfe7f755 0
26897c37 bf2a160b d bfab7e3f 0
9b6820c9 8b16ccc5 d 9b7eeccd 0
285a6760 b34be158 3 60000000 0
2522ebd7 a3e27e31 0 c9056a08 0
08362427 8ccaf584 3 83624270 0
0c58da37 244951e7 2 2c6d1b80 0
26c03764 039f61f4 3 76400000 0
8d5de630 381294a0 e 08108420 0
83206e81 bbd6b603 0 3ef72484 0
918e605f 91f088e5 0 237ee944 0
3d5be91e b980063c e 3900001c 0
bc0dac60 8001e341 3 781b58c0 0
3e727022 1edfc161 3 7ce4e044 0
becc8ea4 9e0a23e7 3 66475200 0
afd9f3ea a174023d a 00000005 0
903045cf a565c341 5 00000001 0
011c5263 27f88778 3 63000000 0
a13a7a7c 8cc52ff1 0 2dffaa6d 0
9665f327 8c3574e1 0 229b6808 0
2ec73e37 3afa3c1d 3 e0000000 0
a60e2af7 af0109ed e a60008e5 0
9e0b6f01 882c1d22 5 00000000 1
8d2e8130 138c9f5b 2 80000000 0
ad166ece aff25c02 3 b459bb38 0
0488b102 b894923d 3 40000000 0
83d2c6b3 34ead62d f 00c2c621 0
270ee598 8ad3d4d6 b 0000009c 0
088293b8 9391856a 8 9b1316d2 0
b2970b76 3b98be0b f 32900a02 0
ac6f8f90 06300317 c ae7f8f97 0
994ef2aa 290fee5e 7 00000000 1
1a1039ac 8edfedf5 2 35800000 0
a7a334b3 0369cda8 6 00000000 1
ad99a557 86bad333 2 2ab80000 0
368e2e21 1aafcf0e 3 8b884000 0
937ecfe5 9a7fca85 a 049bf67f 0
252c2f5e aca9e0e4 4 00000000 1
b610ae18 acf86a5c 0 63091874 0
aec9a124 08ec447b 7 00000000 1
b4096a4b 96a5e49d d b6adeedf 0
2b9b8881 9aaf8e14 4 00000000 1
156a2500 b0504d72 3 94000000 0
aa7eeb85 84c4cf61 2 54fdd70a 0
82c37fe3 0b2d94fb 9 89eeeb18 0
a13d62e5 23927f64 f 21106264 0
0c7f5f64 3587ea17 b 00000018 0
36f3f63a a39d208d 6 00000001 0
3c963174 b5d05f74 6 00000001 0
b15387ac 90d8825f 7 00000000 1
247a380b 884895aa f 0048100a 0
999ce11c 3b7ad60b 4 00000001 0
03e1647b ac782c11 7 00000001 0
894db832 b2c8b5bc 5 00000001 0
2a85ccc1 b7c59f84 e 22858c80 0
00a207df 8ce5c490 9 8c47c34f 0
3fb5be52 b9bad967 1 85fae4eb 0
ba1ebd26 2451c16b 0 de707e91 0
0e197a19 0c835273 7 00000000 1
a6863a52 0862592a a 0029a18e 0
38b5cb9c 396c243b a 00000007 0
a3b1eee4 bd9ec4e1 0 6150b3c5 0
3fe80181 ad3a0175 b 000001ff 0
9eeb03d8 bd93df26 d bffbdffe 0
2191dff3 1b54a057 5 00000000 1
30823316 934167a0 3 30823316 0
8f6f858d a8e0fbb5 1 e68e89d8 0
a27a9e27 a1f63642 8 038ca865 0
192679d5 12093ea7 d 1b2f7ff7 0
07502b8b 0000b809 e 00002809 0
2525487d bbcf03cb 9 9eea4bb6 0
0fe96b40 3d3fc514 f 0d294100 0
143bb6cd 93de9c97 0 a81a5364 0
b8f69257 1747c466 8 afb15631 0
17425910 0604a630 6 00000000 1
381d92af a95bb3bb 9 91462114 0
3ce2a3de b40118b1 e 34000090 0
90627f2c 3e329a33 2 f9600000 0
b735198c 88908b00 6 00000000 1
2b769e04 b40b3ac4 3 b769e040 0
b571f635 b9ab6872 2 d8d40000 0
8aa591f8 893f17ad a 0004552c 0
15ad4d0e 20149ef4 3 d0e00000 0
9e323091 9021925f 8 0e13a2ce 0
8d25780f 3b782b6e f 0920280e 0
1d31bebf 9c95bb9d 1 809c0322 0
9b4a970f 126d2f9e e 1248070e 0
19f13666 2462cdc3 f 00600442 0
145ab5e7 a4deb7a5 e 045ab5a5 0
102a36bb acfc5f67 a 0020546d 0
b3e91938 a576d6e7 a 0167d232 0
925f268a a600aede 6 00000001 0
9e7137e5 abc31b24 7 00000001 0
12dbaab3 1f61874e 4 00000001 0
aa919b68 94f4d1c7 7 00000000 1
92f7b47c 8cbb3e42 f 80b33440 0
1f46d383 9c300edf e 1c000283 0
1052e298 250d350a a 000414b8 0
3406ea02 1d951e44 1 1671cbbe 0
9bec0cea 0e9c334c 9 95703fa6 0
32556181 002ad6cd 0 3280384e 0
2a0f6666 126ae88c b 0002a0f6 0
85f1567c b319fcad 7 00000001 0
242b79b0 b155f896 1 72d5811a 0
b971640c 89a8cb46 e 89204004 0
9ede343a 0e7abb10 5 00000001 0
b8b18625 179ab018 f 10908000 0
16840913 1f40d8a0 a 16840913 0
a128e92a 04a7879a 9 a58f6eb0 0
83ccbfaf 18dec065 6 00000000 1
11c9fb36 29f01a19 a 00000008 0
3fef143f 0dfb1eba 9 32140a85 0
b8bf3569 376279f3 e 30223161 0
153eb67f 84871a79 4 00000000 1
b4ef041c a1348dc5 4 00000000 1
04f2c0ff a4a53835 4 00000000 1
2bce02c9 b6a6506c 4 00000000 1
06264657 25046b28 b 00062646 0
19b57d04 8b6e75e7 f 09247504 0
1428dabd afc021ca c bfe8fbff 0
8b7fdfe7 144a7f72 3 7f9c0000 0
13585ffa 8c6f1046 8 9f374fbc 0
83de8fa9 0551aa81 0 89303a2a 0
abe61eb9 90aaad4b a 00157cc3 0
35717b6a 2dc3dd5b 7 00000000 1
8101b399 97fd55eb 5 00000001 0
9c48dd5a 812c1186 a 02712375 0
a8ff578d b6c26b88 7 00000001 0
862be7b3 80de8f45 5 00000000 1
883fe272 29290afe 5 00000001 0
287a3f4f 92e466d6 9 ba9e5999 0
b4aee3e1 101cc684 f 100cc280 0
254722c0 8c904331 c add763f1 0
9ad4a1a8 0984a405 1 914ffda3 0
bed2092d 1723c77a 1 a7ae41b3 0
079b846b bfe997d9 7 00000001 0
1925ee62 a3f07360 0 bd1661c2 0
82fdca62 9725582b 2 ee531000 0
3554f9d7 ab9ddc21 8 9ec925f6 0
97fe8d2b 886f4769 d 9fffcf6b 0
305144a0 394d2eee 3 51280000 0
85689327 37b0e493 1 4db7ae94 0
2919c678 0e723edb 1 1aa7879d 0
a8e8d5e5 36a83e47 0 df91142c 0
ae7b746a 876223ad 5 00000000 1
0b4b6e79 b00de1dc c bb4feffd 0
9c5b6bce 1ab57816 a 00000271 0
90a985de bd81b9e5 1 d327cbf9 0
8b18b282 1eae6544 d 9fbef7c6 0
3a97cab0 1eb057f5 b 000001d4 0
8922b1b8 3814aed6 8 b1361f6e 0
2c5496db 8eb9cb7f 9 a2ed5da4 0
2fa22aa8 bce92d88 8 934b0720 0
82542f1a b687fc22 3 0950bc68 0
26960d03 b3a06838 1 72f5a4cb 0
1666ab57 1f5d0fc7 b 002ccd56 0
03715d06 3499121a 1 ced84aec 0
010ef250 388d454f 9 3983b71f 0
3ee8cb71 17ac7229 b 001f7465 0
968e1405 25e4ead2 c b7eefed7 0
b33cd3db 0acb6b42 1 a8716899 0
8b7605db 89f14295 a 0000045b 0
93e6360b 38d95563 3 9f31b058 0
208da086 bff45442 1 60994c44 0
82397d6a 90e6680b 9 12df1561 0
b90c9308 24ea600b 8 9de6f303 0
302295a9 8e3a6aaa f 002200a8 0
9846176b 8db87fb6 9 15fe68dd 0
92d53625 a0a18b9f d b2f5bfbf 0
3d00e508 022285cf 9 3f2260c7 0
a2c745bf 8a9a6f45 8 285d2afa 0
30d8f16d b0e3ed6f b 000061b1 0
35184f16 801d8fe6 3 4613c580 0
b1225c4b 38c5bd54 c b9e7fd5f 0
8400c16a 0ce334bf 2 00000000 1
9cefb3ec bd4eaf43 1 dfa104a9 0
28a01c8f 1416e95a d 3cb6fddf 0
18f6671f 332ec8ed c 3bfeefff 0
000e56bb 9da1c7de e 0000469a 0
262386a6 09336dc7 6 00000000 1
a0405913 263ce82d 3 0b226000 0
82f13b84 3636599a 9 b4c7621e 0
86edec43 0fad2ae4 1 7740c15f 0
2180e0ba ab0c79b9 d ab8cf9bb 0
353de884 25a7b29e 4 00000000 1
8dc9ce53 99214f13 3 72980000 0
9eab04df b9edff06 6 00000001 0
172d68dc 931375ab 3 6b46e000 0
182dc78e 276f9498 e 002d8488 0
b7efc390 ac2dae13 9 1bc26d83 0
364dedc5 2040b92a 1 160d349b 0
133064da 8e5e63f7 7 00000001 0
ad75b353 0d62e08d b fffd6bad 0
bf21540b abc1b8e7 2 90aa0580 0
376742cf 01803de5 6 00000000 1
b555d44f 219ea4df 7 00000000 1
23665557 98d7dd92 e 00465512 0
b623643e 3e37d636 a 000002d8 0
343fb508 a0a800b4 9 9497b5bc 0
363692a6 897d3103 d bf7fb3a7 0
affb7faf 0fa87ebb e 0fa87eab 0
96944863 9a4f3213 0 30e37a76 0
b0a5bf75 3f1c027a 6 00000000 1
375e9c53 0e9a1c08 b 00375e9c 0
8439c566 b9455fb8 2 66000000 0
b4e4f1d4 94394541 f 94204140 0
235b3625 9e0ecb3b 5 00000000 1
9490534d 3b2aab87 4 00000001 0
232bfb30 99ebc2b1 e 012bc230 0
1c6c81a8 af452ec5 a 00e3640d 0
2e245b7b bd06bb17 6 00000001 0
8c2cdecf a0358e34 b fffff8c2 0
aa81ec53 b1fc8b5f d bbfdef5f 0
b99ffc8b 32318bb2 c bbbfffbb 0
2a7367bb 2b83ce89 2 e6cf7600 0
b4b90250 b872ff4f 0 6d2c019f 0
3acdcfd2 a771f36d f 2241c340 0
98659bde 1c183930 0 b47dd50e 0
88b9aed4 a3c6b1e1 5 00000001 0
158587c0 96c96250 9 834ce590 0
8d62c9db 1f73f40d 5 00000001 0
9c8ff80f 37fb2ccf c bffffccf 0
2054506d 04b6bfff 6 00000000 1
18719905 2e6ba2ce f 08618004 0
25d20573 ae1020de a 00000000 1
ba6d883b acf5cf0b 4 00000000 1
2e189e33 20e5c853 9 0efd5660 0
2ad224b5 a297e4b1 9 8845c004 0
ad0ab260 22116ffe 4 00000001 0
95843302 09088420 e 01000000 0
1f84a461 38b9b812 8 273d1c73 0
8379aa15 2bf4d099 d abfdfa9d 0
2414f357 92f0ab6a b 0009053c 0
0b63ecab 24874f0f 0 2feb3bba 0
288b8090 95af02b9 c bdaf82b9 0
a3dc0853 818e888e 5 00000000 1
3c710867 b6ef879e 8 8a9e8ff9 0
909d9e79 9c273af1 1 f4766388 0
8204f2c1 9cc1e5c7 1 e5430cfa 0
8a55ad00 137810e9 f 02500000 0
041941a5 a74d1b6b 1 5ccc263a 0
25d9d34c 3fae767c f 2588524c 0
0eb854a8 8defe3b7 b 0000001d 0
2b903dd1 8504b982 9 ae948453 0
33188619 989ab513 4 00000000 1
0b0e657b 333f4dd3 d 3b3f6dfb 0
050ee33b 06e3923d 4 00000001 0
a90a1996 34a9d31b b fffffff5 0
88cefae9 ad3348ab 3 77d74800 0
b6d3a9f1 21486e92 1 958b3b5f 0
1b5e067b 3eb717c2 7 00000001 0
9abbcc7a bf7abd0d 5 00000001 0
06cc16c5 27d073b2 f 06c01280 0
37dbd487 bb11221a c bfdbf69f 0
14d78382 90d97422 1 83fe0f60 0
a1de537d 0e481731 c afde577d 0
b74f2d93 a440d1ee 7 00000000 1
068691a2 a5eaea1a a 00000001 0
ad16c4ce 0d15f0a4 6 00000000 1
9acfcb30 1a5c2411 0 b52bef41 0
8d62c05b 9c3f1f87 2 b1602d80 0
ac9b910d 12f92b5e b fffffffe 0
004da4cc 22bb533a 2 30000000 0
241b65b0 b7da2750 0 dbf58d00 0
8c9c9d74 1e66e466 b fe327275 0
891b7e18 9fa652dd 1 e9752b3b 0
2e1566a9 9cdfb0fa 1 9135b5af 0
109dc3e6 13bd4c57 2 f3000000 0
867b1cf0 bd49a4d0 c bf7bbcf0 0
1637a0f2 bcac20fd c bebfa0ff 0
94d94955 85c6fbdd 0 1aa04532 0
3acc0dfc b372e142 c bbfeedfe 0
1b640546 1ca7d33e e 18240106 0
b76a2544 b9c58729 3 d44a8800 0
a3e760d8 a76927b7 6 00000001 0
0f1a6723 241d720a 7 00000001 0
8d40e43f a2c37f80 0 300463bf 0
35a9c20e 33fa4395 5 00000000 1
a21ca1d9 bf198277 d bf1da3ff 0
037f1884 276d0ff4 5 00000001 0
91bce823 33d87f12 5 00000001 0
afbfbec7 848d2751 f 848d2641 0
27344b6c 1a4a1ba1 5 00000000 1
921b8f84 0c24d139 0 9e4060bd 0
32260524 3db18abe 3 00000000 1
a4be91b0 ae8bb28d f a48a9080 0
25b41b1b b2745709 a 0012da0d 0
ad020b3c 803054f7 6 00000000 1
a6e7f30b b95f8d74 9 1fb87e7f 0
1e991378 a8fb732b a 0003d322 0
037df738 be1c06d1 4 00000000 1
01199538 8a675758 3 38000000 0
bca9cf21 290ca066 1 939d2ebb 0
22d58416 03a5518b a 00045ab0 0
1ef77b63 0cf8a8a5 0 2bf02408 0
3e26a16f b9eaa201 f 3822a001 0
b10fee60 b7f5f067 6 00000001 0
2f66dce3 04883792 b 00000bd9 0
bede9357 a5392235 d bfffb377 0
39ef7183 b92164bd 8 80ce153e 0
